package,npm_link,version,size_bytes,file_count,nonempty_file_count,dependencies,dev_dependencies
googleapis,https://www.npmjs.com/package/googleapis,171.4.0,199646715,1823,1823,"{""google-auth-library"": ""^10.2.0"", ""googleapis-common"": ""^8.0.0""}","{""@types/execa"": ""^2.0.2"", ""@types/mocha"": ""^10.0.10"", ""@types/mv"": ""^2.1.4"", ""@types/ncp"": ""^2.0.8"", ""@types/node"": ""^22.15.3"", ""@types/nunjucks"": ""^3.2.6"", ""@types/prettier"": ""^3.0.0"", ""@types/proxyquire"": ""^1.3.31"", ""@types/qs"": ""^6.9.18"", ""@types/sinon"": ""^21.0.0"", ""@types/tmp"": ""^0.2.6"", ""@types/url-template"": ""^2.0.28"", ""@types/yargs-parser"": ""^21.0.3"", ""c8"": ""^10.1.3"", ""codecov"": ""^3.8.3"", ""cross-env"": ""^7.0.3"", ""execa"": ""^5.0.0"", ""gaxios"": ""^7.1.0"", ""gts"": ""^6.0.2"", ""js-green-licenses"": ""^4.0.0"", ""jsdoc"": ""^4.0.4"", ""jsdoc-fresh"": ""^5.0.0"", ""jsdoc-region-tag"": ""^4.0.0"", ""linkinator"": ""^6.1.2"", ""mocha"": ""^11.2.2"", ""mv"": ""^2.1.1"", ""ncp"": ""^2.0.0"", ""nock"": ""^14.0.4"", ""nunjucks"": ""^3.2.4"", ""open"": ""^10.1.2"", ""p-queue"": ""^6.0.0"", ""pdfmake"": ""^0.2.19"", ""prettier"": ""^3.5.3"", ""proxyquire"": ""^2.1.3"", ""rimraf"": ""^5.0.0"", ""server-destroy"": ""^1.0.1"", ""sinon"": ""^21.0.0"", ""tmp"": ""^0.2.3"", ""typescript"": ""^5.8.3"", ""yargs-parser"": ""^21.1.1""}"
next,https://www.npmjs.com/package/next,16.2.6,154840819,8070,8010,"{""postcss"": ""8.4.31"", ""@next/env"": ""16.2.6"", ""styled-jsx"": ""5.1.6"", ""@swc/helpers"": ""0.5.15"", ""caniuse-lite"": ""^1.0.30001579"", ""baseline-browser-mapping"": ""^2.9.19""}","{""ws"": ""8.2.3"", ""arg"": ""4.1.0"", ""msw"": ""2.3.0"", ""ora"": ""4.0.4"", ""tar"": ""7.5.11"", ""zod"": ""3.25.76"", ""conf"": ""5.0.0"", ""glob"": ""7.1.7"", ""send"": ""0.18.0"", ""util"": ""0.12.4"", ""acorn"": ""8.14.0"", ""anser"": ""1.4.9"", ""bytes"": ""3.1.1"", ""debug"": ""4.1.1"", ""fresh"": ""0.5.2"", ""json5"": ""2.2.3"", ""taskr"": ""1.1.0"", ""assert"": ""2.0.0"", ""buffer"": ""5.6.0"", ""busboy"": ""1.6.0"", ""cookie"": ""0.4.1"", ""events"": ""3.3.0"", ""is-wsl"": ""2.2.0"", ""nanoid"": ""3.1.32"", ""recast"": ""0.23.11"", ""semver"": ""7.3.2"", ""terser"": ""5.27.0"", ""ci-info"": ""github:watson/ci-info#f43f6a1cefff47fb361c88cf4b943fdbcaafe540"", ""devalue"": ""2.0.1"", ""find-up"": ""4.1.0"", ""p-limit"": ""3.1.0"", ""p-queue"": ""6.6.2"", ""process"": ""0.11.10"", ""webpack"": ""5.98.0"", ""punycode"": ""2.1.1"", ""raw-body"": ""2.4.1"", ""unistore"": ""3.4.1"", ""@next/swc"": ""16.2.6"", ""@swc/core"": ""1.11.24"", ""@types/ws"": ""8.2.0"", ""commander"": ""12.1.0"", ""cross-env"": ""6.0.3"", ""gzip-size"": ""5.1.1"", ""ipaddr.js"": ""2.2.0"", ""is-docker"": ""2.0.0"", ""neo-async"": ""2.6.1"", ""picomatch"": ""4.0.1"", ""storybook"": ""8.6.0"", ""watchpack"": ""2.4.0"", ""@next/font"": ""16.2.6"", ""@swc/types"": ""0.1.7"", ""async-sema"": ""3.0.0"", ""cli-select"": ""1.1.2"", ""css-loader"": ""7.1.2"", ""css.escape"": ""1.5.1"", ""http-proxy"": ""1.18.1"", ""icss-utils"": ""5.1.0"", ""image-size"": ""1.2.1"", ""native-url"": ""0.3.4"", ""source-map"": ""0.6.1"", ""strip-ansi"": ""6.0.0"", ""text-table"": ""0.2.0"", ""typescript"": ""5.9.2"", ""web-vitals"": ""4.2.1"", ""@babel/core"": ""7.26.10"", ""@jest/types"": ""29.5.0"", ""@types/glob"": ""7.1.1"", ""@types/send"": ""0.14.4"", ""@vercel/ncc"": ""0.34.0"", ""@vercel/nft"": ""0.27.1"", ""async-retry"": ""1.2.3"", ""client-only"": ""0.0.1"", ""compression"": ""1.7.4"", ""cross-spawn"": ""7.0.3"", ""jest-worker"": ""27.5.1"", ""sass-loader"": ""16.0.5"", ""server-only"": ""0.0.1"", ""shell-quote"": ""1.7.3"", ""stream-http"": ""3.1.1"", ""string-hash"": ""1.1.3"", ""superstruct"": ""1.0.3"", ""@babel/types"": ""7.27.0"", ""@hapi/accept"": ""5.0.2"", ""@rspack/core"": ""1.6.7"", ""@taskr/clear"": ""1.1.0"", ""@types/bytes"": ""3.1.1"", ""@types/debug"": ""4.1.5"", ""@types/fresh"": ""0.5.0"", ""@types/react"": ""19.0.8"", ""babel-loader"": ""10.0.0"", ""browserslist"": ""4.28.1"", ""comment-json"": ""3.0.3"", ""content-type"": ""1.0.4"", ""edge-runtime"": ""4.0.1"", ""jsonwebtoken"": ""9.0.0"", ""lodash.curry"": ""4.1.1"", ""postcss-scss"": ""4.0.3"", ""setimmediate"": ""1.0.5"", ""source-map08"": ""npm:source-map@0.8.0-beta.0"", ""style-loader"": ""4.0.0"", ""ua-parser-js"": ""1.0.35"", ""@taskr/esnext"": ""1.1.0"", ""@types/cookie"": ""0.3.3"", ""@types/lodash"": ""4.14.198"", ""@types/semver"": ""7.3.1"", ""ignore-loader"": ""0.1.2"", ""loader-runner"": ""4.3.0"", ""loader-utils2"": ""npm:loader-utils@2.0.4"", ""loader-utils3"": ""npm:loader-utils@3.1.3"", ""os-browserify"": ""0.3.0"", ""react-refresh"": ""0.12.0"", ""schema-utils2"": ""npm:schema-utils@2.7.1"", ""schema-utils3"": ""npm:schema-utils@3.0.0"", ""serve-handler"": ""6.1.6"", ""vm-browserify"": ""1.1.2"", ""@babel/runtime"": ""7.27.0"", ""@types/ci-info"": ""2.0.0"", ""axe-playwright"": ""2.0.3"", ""domain-browser"": ""4.19.0"", ""path-to-regexp"": ""6.3.0"", ""string_decoder"": ""1.3.0"", ""tty-browserify"": ""0.0.1"", ""@babel/traverse"": ""7.27.0"", ""@jest/transform"": ""29.5.0"", ""@storybook/test"": ""8.6.0"", ""@types/platform"": ""1.3.4"", ""@types/react-is"": ""18.2.4"", ""browserify-zlib"": ""0.2.0"", ""path-browserify"": ""1.0.1"", ""querystring-es3"": ""0.2.1"", ""@babel/generator"": ""7.27.0"", ""@napi-rs/triples"": ""1.2.0"", ""@playwright/test"": ""1.58.2"", ""@storybook/react"": ""8.6.0"", ""@types/picomatch"": ""2.3.3"", ""@types/react-dom"": ""19.0.3"", ""http-proxy-agent"": ""5.0.0"", ""https-browserify"": ""1.0.0"", ""node-html-parser"": ""5.3.3"", ""webpack-sources1"": ""npm:webpack-sources@1.4.3"", ""webpack-sources3"": ""npm:webpack-sources@3.2.3"", ""@babel/preset-env"": ""7.26.9"", ""@storybook/blocks"": ""8.6.0"", ""@types/text-table"": ""0.2.1"", ""crypto-browserify"": ""3.12.0"", ""https-proxy-agent"": ""5.0.1"", ""source-map-loader"": ""5.0.0"", ""stacktrace-parser"": ""0.1.10"", ""stream-browserify"": ""3.0.0"", ""timers-browserify"": ""2.0.12"", ""@opentelemetry/api"": ""1.6.0"", ""@types/babel__core"": ""7.20.5"", ""@types/compression"": ""0.0.36"", ""@types/cross-spawn"": ""6.0.0"", ""@types/shell-quote"": ""1.7.1"", ""data-uri-to-buffer"": ""3.0.1"", ""postcss-preset-env"": ""7.4.3"", ""@babel/preset-react"": ""7.26.3"", ""@capsizecss/metrics"": ""3.4.0"", ""@mswjs/interceptors"": ""0.23.0"", ""@types/content-type"": ""1.1.3"", ""@types/jsonwebtoken"": ""9.0.0"", ""@types/lodash.curry"": ""4.1.6"", ""@types/ua-parser-js"": ""0.7.36"", ""content-disposition"": ""0.5.3"", ""postcss-safe-parser"": ""6.0.0"", ""regenerator-runtime"": ""0.13.4"", ""@babel/eslint-parser"": ""7.24.6"", ""@types/serve-handler"": ""6.1.4"", ""constants-browserify"": ""1.0.0"", ""postcss-value-parser"": ""4.2.0"", ""strict-event-emitter"": ""0.5.0"", ""zod-validation-error"": ""3.4.0"", ""@edge-runtime/cookies"": ""6.0.0"", ""@next/polyfill-module"": ""16.2.6"", ""@storybook/addon-a11y"": ""8.6.0"", ""@types/path-to-regexp"": ""1.7.0"", ""@vercel/routing-utils"": ""5.2.0"", ""postcss-modules-scope"": ""3.0.0"", ""safe-stable-stringify"": ""2.5.0"", ""terser-webpack-plugin"": ""5.3.9"", ""@edge-runtime/ponyfill"": ""4.0.0"", ""@storybook/test-runner"": ""0.21.0"", ""@types/babel__template"": ""7.4.4"", ""@types/babel__traverse"": ""7.20.7"", ""cssnano-preset-default"": ""7.0.6"", ""postcss-flexbugs-fixes"": ""5.0.2"", ""postcss-modules-values"": ""4.0.0"", ""@next/polyfill-nomodule"": ""16.2.6"", ""@types/babel__generator"": ""7.27.0"", ""@types/webpack-sources1"": ""npm:@types/webpack-sources@0.1.5"", ""mini-css-extract-plugin"": ""2.4.4"", ""@babel/plugin-syntax-jsx"": ""7.25.9"", ""@babel/preset-typescript"": ""7.27.0"", ""@edge-runtime/primitives"": ""6.0.0"", ""@types/babel__code-frame"": ""7.0.6"", ""@base-ui-components/react"": ""1.0.0-beta.2"", ""@modelcontextprotocol/sdk"": ""1.18.1"", ""@next/react-refresh-utils"": ""16.2.6"", ""@storybook/react-webpack5"": ""8.6.0"", ""@types/content-disposition"": ""0.5.4"", ""@babel/plugin-syntax-bigint"": ""7.8.3"", ""@storybook/addon-essentials"": ""8.6.0"", ""babel-plugin-react-compiler"": ""0.0.0-experimental-1371fcb-20260227"", ""@storybook/addon-interactions"": ""8.6.0"", ""babel-plugin-transform-define"": ""2.0.0"", ""@babel/plugin-syntax-typescript"": ""7.25.4"", ""@babel/plugin-transform-runtime"": ""7.26.10"", ""postcss-modules-extract-imports"": ""3.0.0"", ""@types/express-serve-static-core"": ""4.17.33"", ""postcss-modules-local-by-default"": ""4.2.0"", ""@babel/plugin-syntax-dynamic-import"": ""7.8.3"", ""@vercel/turbopack-ecmascript-runtime"": ""*"", ""@babel/plugin-syntax-import-attributes"": ""7.26.0"", ""@storybook/addon-webpack5-compiler-swc"": ""3.0.0"", ""@babel/plugin-transform-class-properties"": ""7.25.9"", ""@babel/plugin-transform-modules-commonjs"": ""7.26.3"", ""@babel/plugin-transform-numeric-separator"": ""7.25.9"", ""@babel/plugin-transform-object-rest-spread"": ""7.25.9"", ""@babel/plugin-transform-export-namespace-from"": ""7.25.9"", ""babel-plugin-transform-react-remove-prop-types"": ""0.4.24""}"
@next/swc-linux-arm64-gnu,https://www.npmjs.com/package/@next/swc-linux-arm64-gnu,16.2.6,124941258,3,3,{},{}
@cloudflare/workerd-linux-64,https://www.npmjs.com/package/@cloudflare/workerd-linux-64,1.20260519.1,125105997,3,3,{},{}
@next/swc-linux-x64-gnu,https://www.npmjs.com/package/@next/swc-linux-x64-gnu,16.2.6,130265551,3,3,{},{}
@next/swc-linux-arm64-musl,https://www.npmjs.com/package/@next/swc-linux-arm64-musl,16.2.6,125218383,3,3,{},{}
@next/swc-linux-x64-musl,https://www.npmjs.com/package/@next/swc-linux-x64-musl,16.2.6,130191545,3,3,{},{}
@next/swc-darwin-arm64,https://www.npmjs.com/package/@next/swc-darwin-arm64,16.2.6,121740836,3,3,{},{}
onnxruntime-web,https://www.npmjs.com/package/onnxruntime-web,1.26.0,134332969,507,507,"{""flatbuffers"": ""^25.1.24"", ""guid-typescript"": ""^1.0.9"", ""long"": ""^5.2.3"", ""onnxruntime-common"": ""1.26.0"", ""platform"": ""^1.3.6"", ""protobufjs"": ""^7.2.4""}","{""@chiragrupani/karma-chromium-edge-launcher"": ""^2.2.2"", ""@petamoriken/float16"": ""^3.8.7"", ""@types/chai"": ""^4.3.4"", ""@types/emscripten"": ""^1.39.6"", ""@types/karma"": ""^6.1.0"", ""@types/minimatch"": ""^5.1.2"", ""@types/minimist"": ""^1.2.2"", ""@types/platform"": ""^1.3.4"", ""@webgpu/types"": ""^0.1.42"", ""base64-js"": ""^1.5.1"", ""chai"": ""^4.3.7"", ""electron"": ""^39.8.5"", ""globby"": ""^13.1.3"", ""karma"": ""^6.4.1"", ""karma-browserstack-launcher"": ""^1.6.0"", ""karma-chai"": ""^0.1.0"", ""karma-chrome-launcher"": ""^3.1.1"", ""karma-edge-launcher"": ""^0.4.2"", ""karma-electron"": ""^7.3.0"", ""karma-firefox-launcher"": ""^2.1.2"", ""karma-mocha"": ""^2.0.1"", ""karma-mocha-reporter"": ""^2.2.5"", ""karma-safari-applescript-launcher"": ""^0.1.1"", ""karma-sourcemap-loader"": ""^0.4.0"", ""minimatch"": ""^7.4.2"", ""minimist"": ""^1.2.8"", ""numpy-parser"": ""^1.2.3"", ""source-map"": ""^0.7.4"", ""strip-json-comments"": ""^5.0.0""}"
@next/swc-win32-x64-msvc,https://www.npmjs.com/package/@next/swc-win32-x64-msvc,16.2.6,136819205,3,3,{},{}
@next/swc-darwin-x64,https://www.npmjs.com/package/@next/swc-darwin-x64,16.2.6,119737475,3,3,{},{}
app-builder-bin,https://www.npmjs.com/package/app-builder-bin,4.2.0,198438278,14,14,{},{}
@pnpm/linux-x64,https://www.npmjs.com/package/@pnpm/linux-x64,11.1.3,146740068,4,4,{},"{""@pnpm/linux-x64"": ""11.1.3""}"
@temporalio/core-bridge,https://www.npmjs.com/package/@temporalio/core-bridge,1.16.2,131359441,447,447,"{""@grpc/grpc-js"": ""^1.12.4"", ""@temporalio/common"": ""1.16.2""}","{""arg"": ""^5.0.2"", ""cargo-cp-artifact"": ""^0.1.9"", ""tsx"": ""^4.20.6""}"
opencode-linux-x64-baseline-musl,https://www.npmjs.com/package/opencode-linux-x64-baseline-musl,1.15.5,140626359,2,2,{},{}
opencode-linux-x64-musl,https://www.npmjs.com/package/opencode-linux-x64-musl,1.15.5,140626350,2,2,{},{}
@bufbuild/buf-linux-x64,https://www.npmjs.com/package/@bufbuild/buf-linux-x64,1.69.0,125268882,5,5,{},{}
@zed-industries/codex-acp-linux-x64,https://www.npmjs.com/package/@zed-industries/codex-acp-linux-x64,0.14.0,221255489,2,2,{},{}
opencode-linux-x64-baseline,https://www.npmjs.com/package/opencode-linux-x64-baseline,1.15.5,143833362,2,2,{},{}
opencode-linux-x64,https://www.npmjs.com/package/opencode-linux-x64,1.15.5,143833353,2,2,{},{}
@google-cloud/compute,https://www.npmjs.com/package/@google-cloud/compute,6.11.0,175338033,1025,1025,"{""google-gax"": ""^5.0.0""}","{""@types/mocha"": ""^10.0.10"", ""@types/node"": ""^22.13.9"", ""@types/sinon"": ""^17.0.4"", ""c8"": ""^10.1.3"", ""chai"": ""^5.2.0"", ""gapic-tools"": ""^1.0.0"", ""gts"": ""^6.0.2"", ""jsdoc"": ""^4.0.4"", ""jsdoc-fresh"": ""^4.0.0"", ""jsdoc-region-tag"": ""^3.0.0"", ""linkinator"": ""^6.1.2"", ""long"": ""^5.3.1"", ""mocha"": ""^11.1.0"", ""pack-n-play"": ""^3.0.0"", ""sinon"": ""21.0.3"", ""typescript"": ""^5.8.2"", ""uuid"": ""^11.1.0""}"
@anthropic-ai/claude-code-linux-x64,https://www.npmjs.com/package/@anthropic-ai/claude-code-linux-x64,2.1.144,233404698,4,4,{},{}
dashjs,https://www.npmjs.com/package/dashjs,5.1.1,129997301,92,92,"{""@svta/cml-608"": ""1.0.1"", ""@svta/cml-cmcd"": ""1.0.1"", ""@svta/cml-cmsd"": ""1.0.1"", ""@svta/cml-dash"": ""1.0.1"", ""@svta/cml-id3"": ""1.0.1"", ""@svta/cml-request"": ""1.0.1"", ""@svta/cml-xml"": ""1.0.1"", ""bcp-47-match"": ""^2.0.3"", ""bcp-47-normalize"": ""^2.3.0"", ""codem-isoboxer"": ""0.3.10"", ""fast-deep-equal"": ""3.1.3"", ""html-entities"": ""^2.5.2"", ""imsc"": ""^1.1.5"", ""localforage"": ""^1.10.0"", ""path-browserify"": ""^1.0.1"", ""ua-parser-js"": ""^1.0.37""}","{""@babel/core"": ""^7.26.0"", ""@babel/eslint-parser"": ""^7.24.1"", ""@babel/plugin-transform-parameters"": ""^7.25.9"", ""@babel/plugin-transform-runtime"": ""^7.25.9"", ""@babel/preset-env"": ""^7.24.4"", ""@chiragrupani/karma-chromium-edge-launcher"": ""^2.4.1"", ""@eslint/js"": ""^9.13.0"", ""babel-loader"": ""^9.1.3"", ""babel-plugin-istanbul"": ""^7.0.0"", ""chai"": ""^4.4.1"", ""chai-spies"": ""^1.1.0"", ""clean-jsdoc-theme"": ""^4.2.17"", ""core-js"": ""^3.39.0"", ""eslint"": ""^9.13.0"", ""eslint-webpack-plugin"": ""^4.2.0"", ""globals"": ""^15.11.0"", ""jsdoc"": ""^4.0.3"", ""karma"": ""^6.4.1"", ""karma-browserstack-launcher"": ""^1.6.0"", ""karma-chai"": ""^0.1.0"", ""karma-chrome-launcher"": ""^3.1.1"", ""karma-coverage"": ""^2.2.1"", ""karma-firefox-launcher"": ""^2.1.3"", ""karma-htmlfile-reporter"": ""^0.3.8"", ""karma-junit-reporter"": ""^2.0.1"", ""karma-mocha"": ""^2.0.1"", ""karma-mocha-reporter"": ""^2.2.5"", ""karma-safarinative-launcher"": ""^1.1.0"", ""karma-webdriver-launcher"": ""^1.0.8"", ""karma-webpack"": ""^5.0.0"", ""mocha"": ""^10.1.0"", ""rimraf"": ""^5.0.5"", ""sinon"": ""^17.0.1"", ""stream-browserify"": ""^3.0.0"", ""string-replace-loader"": ""^3.1.0"", ""timers-browserify"": ""^2.0.12"", ""typescript"": ""^5.4.5"", ""webpack"": ""5.94.0"", ""webpack-cli"": ""^5.1.4"", ""webpack-dev-server"": ""^5.0.4"", ""webpack-merge"": ""^5.10.0"", ""yargs"": ""^17.7.2""}"
onnxruntime-node,https://www.npmjs.com/package/onnxruntime-node,1.26.0,266245395,43,43,"{""adm-zip"": ""^0.5.16"", ""global-agent"": ""^4.1.3"", ""onnxruntime-common"": ""1.26.0""}","{""@types/minimist"": ""^1.2.2"", ""cmake-js"": ""^8.0.0"", ""jsonc"": ""^2.0.0"", ""minimist"": ""^1.2.8"", ""node-addon-api"": ""^6.0.0"", ""protobufjs"": ""^7.2.4""}"
@fluentui/react-icons,https://www.npmjs.com/package/@fluentui/react-icons,2.0.326,121897571,23350,23350,"{""@griffel/react"": ""^1.6.1"", ""tslib"": ""^2.1.0""}","{""@babel/core"": ""^7.16.0"", ""@griffel/babel-preset"": ""^1.8.1"", ""@griffel/eslint-plugin"": ""^2.0.2"", ""@types/react"": ""^17.0.2"", ""concurrently"": ""^9.2.0"", ""eslint"": ""8.57.1"", ""eslint-plugin-react-hooks"": ""^5.2.0"", ""glob"": ""^7.2.0"", ""lodash"": ""4.18.1"", ""mkdirp"": ""^1.0.4"", ""renamer"": ""^2.0.1"", ""svgo"": ""2.8.2"", ""typescript"": ""4.1.6"", ""typescript-eslint"": ""7.18.0"", ""yargs"": ""^14.0.0""}"
@lancedb/lancedb-linux-x64-gnu,https://www.npmjs.com/package/@lancedb/lancedb-linux-x64-gnu,0.29.0,143086498,3,3,{},{}
@cloudflare/workerd-linux-arm64,https://www.npmjs.com/package/@cloudflare/workerd-linux-arm64,1.20260519.1,129264762,3,3,{},{}
@formatjs/intl-datetimeformat,https://www.npmjs.com/package/@formatjs/intl-datetimeformat,7.4.5,174785778,1552,1552,"{""@formatjs/bigdecimal"": ""0.2.5"", ""@formatjs/intl-localematcher"": ""0.8.8""}","{""@formatjs/intl-getcanonicallocales"": ""3.2.8"", ""@formatjs/intl-locale"": ""5.3.7""}"
react-grab,https://www.npmjs.com/package/react-grab,0.1.37,39307992,338,338,"{""bippy"": ""^0.5.41"", ""@react-grab/cli"": ""0.1.37""}","{""@babel/core"": ""^7.29.0"", ""@babel/preset-typescript"": ""^7.28.5"", ""@playwright/test"": ""^1.59.1"", ""@tailwindcss/cli"": ""^4.3.0"", ""@types/babel__core"": ""^7.20.5"", ""@types/node"": ""^25.6.2"", ""@types/react"": ""^19.2.14"", ""babel-preset-solid"": ""^1.9.12"", ""concurrently"": ""^9.2.1"", ""expect-sdk"": ""^0.1.2"", ""solid-js"": ""^1.9.12"", ""tailwindcss"": ""^4.3.0"", ""tsx"": ""^4.21.0"", ""vite-plus"": ""^0.1.20""}"
@anthropic-ai/claude-code-darwin-arm64,https://www.npmjs.com/package/@anthropic-ai/claude-code-darwin-arm64,2.1.144,207919585,4,4,{},{}
flow-bin,https://www.npmjs.com/package/flow-bin,0.314.0,191162170,14,14,{},{}
@tensorflow/tfjs,https://www.npmjs.com/package/@tensorflow/tfjs,4.22.0,147474474,77,77,"{""chalk"": ""^4.1.0"", ""yargs"": ""^16.0.3"", ""core-js"": ""3.29.1"", ""argparse"": ""^1.0.10"", ""regenerator-runtime"": ""^0.13.5"", ""@tensorflow/tfjs-core"": ""4.22.0"", ""@tensorflow/tfjs-data"": ""4.22.0"", ""@tensorflow/tfjs-layers"": ""4.22.0"", ""@tensorflow/tfjs-converter"": ""4.22.0"", ""@tensorflow/tfjs-backend-cpu"": ""4.22.0"", ""@tensorflow/tfjs-backend-webgl"": ""4.22.0""}","{""yalc"": ""1.0.0-pre.50"", ""karma"": ""~6.3.2"", ""rimraf"": ""~2.6.2"", ""rollup"": ""~3.20.2"", ""tslint"": ""~5.11.0"", ""jasmine"": ""3.1.0"", ""shelljs"": ""~0.8.1"", ""ts-node"": ""~8.8.2"", ""commander"": ""~2.14.1"", ""typescript"": ""5.0.4"", ""@babel/core"": ""^7.21.3"", ""@types/node"": ""~10.17.50"", ""npm-run-all"": ""~4.1.3"", ""@types/yargs"": ""^15.0.7"", ""clang-format"": ""~1.2.2"", ""jasmine-core"": ""~3.1.0"", ""karma-jasmine"": ""~1.1.1"", ""@types/jasmine"": ""2.8.7"", ""@types/shelljs"": ""^0.8.4"", ""@babel/polyfill"": ""^7.12.1"", ""@types/argparse"": ""^1.0.38"", ""karma-typescript"": ""~5.5.1"", ""@babel/preset-env"": ""^7.20.2"", ""@rollup/plugin-babel"": ""^6.0.3"", ""rollup-plugin-terser"": ""~7.0.2"", ""karma-chrome-launcher"": ""~2.2.0"", ""karma-firefox-launcher"": ""~1.1.0"", ""@rollup/plugin-commonjs"": ""^24.1.0"", ""rollup-plugin-visualizer"": ""~5.9.0"", ""@rollup/plugin-typescript"": ""^11.1.0"", ""tslint-no-circular-imports"": ""~0.5.0"", ""@rollup/plugin-node-resolve"": ""^15.0.2"", ""karma-browserstack-launcher"": ""~1.6.0"", ""karma-typescript-es6-transform"": ""^5.5.1""}"
@github/copilot-linux-x64,https://www.npmjs.com/package/@github/copilot-linux-x64,1.0.49,160504600,4,4,{},{}
@github/copilot,https://www.npmjs.com/package/@github/copilot,1.0.49,274876693,326,322,{},{}
@anthropic-ai/claude-code-win32-x64,https://www.npmjs.com/package/@anthropic-ai/claude-code-win32-x64,2.1.144,229303002,4,4,{},{}
opencode-windows-x64,https://www.npmjs.com/package/opencode-windows-x64,1.15.5,141508115,2,2,{},{}
opencode-windows-x64-baseline,https://www.npmjs.com/package/opencode-windows-x64-baseline,1.15.5,141508124,2,2,{},{}
@lancedb/lancedb-win32-x64-msvc,https://www.npmjs.com/package/@lancedb/lancedb-win32-x64-msvc,0.29.0,152295903,3,3,{},{}
@duckdb/duckdb-wasm,https://www.npmjs.com/package/@duckdb/duckdb-wasm,1.33.1-dev45.0,148772902,85,85,"{""qs"": ""^6.14.1"", ""apache-arrow"": ""^17.0.0""}","{""nyc"": ""^15.1.0"", ""karma"": ""^6.4.2"", ""eslint"": ""^8.57.0"", ""rimraf"": ""^5.0.5"", ""s3rver"": ""^3.7.1"", ""esbuild"": ""^0.20.2"", ""jasmine"": ""^5.13.0"", ""typedoc"": ""^0.28.15"", ""make-dir"": ""^4.0.0"", ""prettier"": ""^3.2.5"", ""fast-glob"": ""^3.3.2"", ""js-sha256"": ""^0.11.1"", ""puppeteer"": ""^22.8.0"", ""typescript"": ""^5.3.3"", ""web-worker"": ""^1.2.0"", ""jasmine-core"": ""^5.1.2"", ""karma-jasmine"": ""^5.1.0"", ""@types/jasmine"": ""^5.1.13"", ""karma-coverage"": ""^2.2.1"", ""@types/emscripten"": ""^1.39.10"", ""eslint-plugin-react"": ""^7.37.5"", ""karma-spec-reporter"": ""^0.0.36"", ""wasm-feature-detect"": ""^1.6.1"", ""eslint-plugin-jasmine"": ""^4.1.3"", ""jasmine-spec-reporter"": ""^7.0.0"", ""karma-chrome-launcher"": ""^3.2.0"", ""karma-firefox-launcher"": ""^2.1.3"", ""karma-sourcemap-loader"": ""^0.4.0"", ""@typescript-eslint/parser"": ""^6.21.0"", ""karma-jasmine-html-reporter"": ""^2.1.0"", ""@typescript-eslint/eslint-plugin"": ""^6.21.0""}"
@node-llama-cpp/linux-x64-cuda,https://www.npmjs.com/package/@node-llama-cpp/linux-x64-cuda,3.18.1,159456082,24,24,{},{}
@anthropic-ai/claude-code-linux-x64-musl,https://www.npmjs.com/package/@anthropic-ai/claude-code-linux-x64-musl,2.1.144,227798664,4,4,{},{}
@bufbuild/buf-linux-aarch64,https://www.npmjs.com/package/@bufbuild/buf-linux-aarch64,1.69.0,118490012,5,5,{},{}
node-linux-x64,https://www.npmjs.com/package/node-linux-x64,22.22.3,184802990,2733,2733,{},{}
@iconify/json,https://www.npmjs.com/package/@iconify/json,2.2.475,416601966,242,242,"{""@iconify/types"": ""*"", ""pathe"": ""^2.0.3""}","{""@types/jest"": ""^30.0.0"", ""@types/node"": ""^25.6.2"", ""@typescript-eslint/eslint-plugin"": ""^8.59.2"", ""cross-env"": ""^10.1.0"", ""eslint"": ""^10.3.0"", ""rimraf"": ""^6.1.3"", ""unbuild"": ""^3.6.1"", ""vitest"": ""^4.1.5""}"
@cdktf/node-pty-prebuilt-multiarch,https://www.npmjs.com/package/@cdktf/node-pty-prebuilt-multiarch,0.10.2,167709910,368,368,"{""nan"": ""^2.14.2"", ""prebuild-install"": ""^7.1.3""}","{""@types/mocha"": ""^10.0.6"", ""@types/node"": ""8"", ""@typescript-eslint/eslint-plugin"": ""^2.27.0"", ""@typescript-eslint/parser"": ""^2.27.0"", ""cross-env"": ""^7.0.3"", ""decompress"": ""^4.2.1"", ""decompress-targz"": ""^4.1.1"", ""eslint"": ""^6.8.0"", ""mocha"": ""^10.4.0"", ""node-abi"": ""4.2.0"", ""node-gyp"": ""^9.3.0"", ""prebuild"": ""^12.1.0"", ""prebuildify"": ""^5.0.1"", ""ps-list"": ""^6.0.0"", ""typescript"": ""^3.8.3""}"
@next/swc-freebsd-x64,https://www.npmjs.com/package/@next/swc-freebsd-x64,13.2.4,148496193,3,3,{},{}
@pdftron/webviewer,https://www.npmjs.com/package/@pdftron/webviewer,11.12.0,185609272,824,820,{},{}
@oven/bun-windows-x64,https://www.npmjs.com/package/@oven/bun-windows-x64,1.3.14,98480706,3,3,{},{}
