package,version,size_bytes,file_count,nonempty_file_count,jt_afferent,jt_efferent_total,jt_efferent_internal,jt_efferent_external,jt_instability,jt_in_degree,jt_out_degree,jt_in_degree_centrality,jt_out_degree_centrality,jt_total_degree_centrality,jt_dependency_score,jt_warning_count,jt_warning_messages
@restcloud-npm/rc-lowcode-component,1.3.9,125897961,2232,2225,0,69,1,68,1,0,1,0,0.0002,0.0001,69,0,
skjema.no-demo,1.0.0,128343630,819,791,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-email-chip,1.0.4,390933980,4233,4223,0,2,0,2,1,0,0,0,0,0,2,0,
yl-file-pipe14,1.0.1,182166064,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
create-poa-crowdsale,1.0.44,115915001,70,70,0,3,0,3,1,0,0,0,0,0,3,0,
dotnet-sdk-2.1-linux-x64,2.1.1007,340042980,900,899,0,0,0,0,0,0,0,0,0,0,0,0,
@xiejiayu/live2d_api,1.0.1,140431785,612,612,0,0,0,0,0,0,0,0,0,0,0,0,
evalapp,7.2.5,131037183,13,13,0,4,1,3,1,0,1,0,0.0002,0.0001,4,0,
@kiwicom/translations,1.601.966,359636167,249,249,0,8,0,8,1,0,0,0,0,0,8,0,
intu-dev,1.0.14,311806149,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-slide-down-panel,1.0.8,397301088,6039,6036,0,2,0,2,1,0,0,0,0,0,2,0,
rn-clean-architect-template,0.0.8,250738502,2790,2788,0,0,0,0,0,0,0,0,0,0,0,0,
dicomweb-pacs,1.8.0,217929878,402,401,0,23,0,23,1,0,0,0,0,0,23,0,
teamco,0.0.40,991822209,31229,31229,0,114,0,114,1,0,0,0,0,0,114,0,
@ai-nd-co/codex,3.2.6,346690117,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
raypaynpmpkg,1.3.0,265627115,1098,1098,0,1,0,1,1,0,0,0,0,0,1,0,
ironcode-linux-x64-baseline-musl,1.20.11,197756620,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
opencode-collab-linux-x64,1.3.26,168252901,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
dina-agi,2.0.0,199224746,13082,13073,0,3,0,3,1,0,0,0,0,0,3,0,
one_two_check,0.0.8,214457724,1050,1050,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-roi-toast,1.0.4,465515959,11235,11228,0,0,0,0,0,0,0,0,0,0,0,0,
jp.rakai.vrenvsdk,1.3.0,213747102,4105,4096,0,1,0,1,1,0,0,0,0,0,1,0,
@sencha/cmd-macos,8.0.0,213082684,5422,5384,0,1,0,1,1,0,0,0,0,0,1,0,
grn-cli,0.0.6,218090595,7277,7276,0,13,0,13,1,0,0,0,0,0,13,0,
powerdlz23,1.2.5,276511506,2442,2409,0,12,1,11,1,0,1,0,0.0002,0.0001,12,0,
next-hocb-2026,1.0.2,141570605,7454,7395,0,229,0,229,1,0,0,0,0,0,229,0,
@ofeiss/hapi-win32-x64,0.15.32,158740413,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
homebridge-hoobs-shelly,1.6.22,139022166,13255,13223,0,24,0,24,1,0,0,0,0,0,24,0,
@ex-machina/opencode-linux-x64-musl,1.3.3001,154184697,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
epochcli-ai-linux-arm64-musl,2.2.2,143225275,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
aframe-aterrain-component,1.2.0,153533763,1181,1181,0,31,0,31,1,0,0,0,0,0,31,0,
opencode-collab-darwin-x64,1.3.26,131222370,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@ofeiss/hapi-linux-x64,0.15.32,145517618,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@worktif/runtime,0.5.2,118958887,1065,1049,0,64,0,64,1,0,0,0,0,0,64,0,
@freetiler/nasa-bluemarble-labeled,1.0.14,145621023,21850,21850,0,0,0,0,0,0,0,0,0,0,0,0,
fn-ai-windows-x64,0.1.7,116287869,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@mv-template/telkom,0.0.13,123251811,739,739,0,80,0,80,1,0,0,0,0,0,80,0,
react-native-cloud-store-revised,0.8.2,166195138,279,201,0,13,0,13,1,0,0,0,0,0,13,0,
promise-etcd,2.2.0,161848213,81,77,0,17,0,17,1,0,0,0,0,0,17,0,
@command-center/command-center-macos-x64,0.10.0,126602930,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
sanxiaoxing_image,1.0.1,134700197,76,76,0,0,0,0,0,0,0,0,0,0,0,0,
castelog,0.0.1,211302595,873,797,0,12,0,12,1,0,0,0,0,0,12,0,
@dragon-den/install-elasticsearch-2,0.0.3,124237319,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
merge-polygons,1.1.3,126796644,6867,6865,0,7,0,7,1,0,0,0,0,0,7,0,
defcode-linux-arm64,0.0.0-ci-202603151920,156843713,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@react-native-school/react-native-typescript-template,1.1.0,277738485,23830,23808,0,0,0,0,0,0,0,0,0,0,0,0,
@ankhaa/able_ui,0.0.4,249324197,2147,2147,0,23,0,23,1,0,0,0,0,0,23,0,
bbop-manager-golr,0.1.0,53083,4,4,0,5,0,5,1,0,0,0,0,0,5,0,
@ex-machina/opencode-linux-x64-baseline-musl,1.3.3001,153648130,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@owenclaw/codegenie-darwin-arm64,0.0.37,161179288,929,929,0,0,0,0,0,0,0,0,0,0,0,0,
@slynch-a11y/gatsby-theme-a11y-blog,0.0.30,397359417,762,761,0,49,0,49,1,0,0,0,0,0,49,0,
playscape-linux-x64,0.0.137,272831718,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
@cdoing/cdoing-tui-linux-x64,2.0.7,115620279,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@yglabs/fabric-dataagent,0.1.0,141735703,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
@innovayse/geo-atlas,2.1.0,177766711,557,557,0,4,0,4,1,0,0,0,0,0,4,0,
ironcode-linux-x64-baseline,1.20.11,202594055,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
satop,2.5.1,206094198,50,50,0,7,0,7,1,0,0,0,0,0,7,0,
@arctic-cli/arctic-windows-x64,0.0.0-main-202604241053,183765686,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
lamprunner,1.0.5,179448634,28,28,0,1,0,1,1,0,0,0,0,0,1,0,
opencode-collab-linux-arm64,1.3.26,167651239,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@walkthru-earth/react-native-duckdb,0.1.5,361645431,63,60,0,16,0,16,1,0,0,0,0,0,16,0,
@arctic-cli/arctic-linux-x64,0.0.0-main-202604241053,169807013,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
bin2npm,0.0.7,316169309,9,9,0,2,0,2,1,0,0,0,0,0,2,0,
bot_genshin,1.0.0,192323507,141,141,0,0,0,0,0,0,0,0,0,0,0,0,
boost.cxx,1.90.7,154296042,16008,16007,0,0,0,0,0,0,0,0,0,0,0,0,
pixicode,1.9.0,489768172,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
@jonit-dev/capacitor-plugin-facebook-analytics,1.1.1,106851,32,32,0,13,0,13,1,0,0,0,0,0,13,0,
appengine-python-sdk,1.9.91,149780323,22441,21409,0,0,0,0,0,0,0,0,0,0,0,0,
@hieuhuynh.dev/mikro-orm,6.0.1,120849254,2108,2104,0,36,0,36,1,0,0,0,0,0,36,0,
dotnet-sdk-2.1-win-x64,2.1.1007,318701283,935,934,0,0,0,0,0,0,0,0,0,0,0,0,
@skyispainted/hapi-win32-x64,0.22.13,160903114,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@ww-ai-lab/openclaw,2026.3.23,144564632,14755,14738,0,67,0,67,1,0,0,0,0,0,67,0,
@vf-alchemy/vattenfall-design-system,7.20.0,164237136,1613,1604,0,51,0,51,1,0,0,0,0,0,51,0,
@argycloud/argy-linux-arm64,1.10.6,122423743,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@yoke233/codex-acp-darwin-x64,0.11.1,144084143,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@pcd/proto-pod-gpc-artifacts,0.13.0,152001940,32,32,0,0,0,0,0,0,0,0,0,0,0,0,
ip-location-db,1.1.2020012618,120790163,16,16,0,5,0,5,1,0,0,0,0,0,5,0,
v-art-x,1.0.2,171040862,21,21,0,0,0,0,0,0,0,0,0,0,0,0,
ironcode-windows-x64-modern,1.20.11,244382838,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
@dragon-den/install-elasticsearch-4,0.0.3,124237319,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
pakkk-exceptions,2.0.2,287956789,343,342,0,65,0,65,1,0,0,0,0,0,65,0,
@valhallajs/valhallajs,3.7.0,260869043,234,234,0,0,0,0,0,0,0,0,0,0,0,0,
playscape-darwin-x64,0.0.137,196239760,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
rn-fab,0.0.6,407073571,20123,16077,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-hkit,0.0.1,299290653,4809,4806,0,0,0,0,0,0,0,0,0,0,0,0,
ep_kotocoop_image_upload,1.2.1,177039362,14683,14682,0,10,0,10,1,0,0,0,0,0,10,0,
nanocode-linux-x64,1.2.28,253521892,435,435,0,0,0,0,0,0,0,0,0,0,0,0,
consortium,0.8.8,113375047,93,93,0,46,0,46,1,0,0,0,0,0,46,0,
cc-track,2.10.0,330786097,5,5,0,13,0,13,1,0,0,0,0,0,13,0,
@bitbloq/borndate,0.0.22,159508310,11,11,0,15,0,15,1,0,0,0,0,0,15,0,
defcode-windows-x64-baseline,0.0.0-ci-202603151920,166337671,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@zureltd/az-infra-harness,0.23.0,134269907,3512,3511,0,24,1,23,1,0,1,0,0.0002,0.0001,24,0,
humancode-linux-arm64,0.0.33,154627598,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@gooddollar/v8-android-jit-nointl,7.8.2,168657579,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
@agntcy/slim-bindings,1.4.0,212442,8,8,0,4,0,4,1,0,0,0,0,0,4,0,
yt-grabber,1.9.5,120245689,276,276,0,98,0,98,1,0,0,0,0,0,98,0,
@uipath/servo,26.4.17758721-alpha,133753669,333,333,0,0,0,0,0,0,0,0,0,0,0,0,
lambor33,1.0.7,136351681,523,521,0,73,0,73,1,0,0,0,0,0,73,0,
react-native-face-detector,1.0.15,151652376,1567,1567,0,0,0,0,0,0,0,0,0,0,0,0,
@redflow/cli-bin-windows,0.1.7,119152768,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
humancode-darwin-x64,0.0.33,116214113,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
noto-sans-cjk-sc,1.3.0,119620429,2657,2657,0,0,0,0,0,0,0,0,0,0,0,0,
lemonadekit,0.0.6,166710364,825,825,0,17,0,17,1,0,0,0,0,0,17,0,
pixkua-erp,1.3.1,346177125,6160,6139,0,81,0,81,1,0,0,0,0,0,81,0,
thunder-node-sdk-lite-m,0.1.16,437334044,442,442,0,7,0,7,1,0,0,0,0,0,7,0,
@libingwen2022/cli,0.0.11,167296544,18513,18484,0,13,0,13,1,0,0,0,0,0,13,0,
demucs,1.0.0,174316256,16,16,0,6,2,4,1,0,2,0,0.0004,0.0002,6,0,
@ooeo/fast-geoip,1.1.206,153122266,2941,2941,0,2,0,2,1,0,0,0,0,0,2,0,
witnet-solidity-bridge,3.0.0,144019061,538,534,0,34,0,34,1,0,0,0,0,0,34,0,
dotnet-sdk-3.0-win-ia32,3.0.1007,414039007,2756,2754,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-document-reader-core-full-beta,5.1.0,207159918,37,36,0,0,0,0,0,0,0,0,0,0,0,0,
@amihhs/quickly-dev-exe,0.0.4-beta.2,311998821,9,9,0,1,0,1,1,0,0,0,0,0,1,0,
paradsonic-webview,0.0.3,366080081,6787,6784,0,2,0,2,1,0,0,0,0,0,2,0,
react-native-kyc-verification,1.0.4,357134281,1335,1335,0,17,0,17,1,0,0,0,0,0,17,0,
@devforth/adminjs,7.0.3,170508950,2520,2519,0,88,0,88,1,0,0,0,0,0,88,0,
@bitmain/components-tree,2.0.1,126866141,62,61,0,60,0,60,1,0,0,0,0,0,60,0,
@cotctl/cli-linux-x64,0.5.1,126160325,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
dinorpg_animations,1.0.0,121061429,7143,7143,0,14,0,14,1,0,0,0,0,0,14,0,
@skyispainted/hapi-linux-x64,0.22.13,143022240,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@boltsource/react-viro,3.0.7,561723294,5915,5897,0,3,0,3,1,0,0,0,0,0,3,0,
@argycloud/argy-linux-x64,1.10.6,122948027,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@argycloud/argy-windows-x64-baseline,1.10.6,134752902,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
patchy-cli-windows-x64,0.0.27,116769078,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
quran-cloud,1.0.0,127822503,7517,7517,0,3,0,3,1,0,0,0,0,0,3,0,
@antcube/capnp,0.5.52,307659537,264,254,0,4,0,4,1,0,0,0,0,0,4,0,
puppeteer-ci-driver,1.0.3,149577269,21,21,0,4,0,4,1,0,0,0,0,0,4,0,
which-lang,1.0.2,131272213,6,6,0,2,0,2,1,0,0,0,0,0,2,0,
playscape-darwin-x64-baseline,0.0.137,196239778,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
@assembless/react-native-material-you,1.0.0-beta.4,281570979,2113,1561,0,16,0,16,1,0,0,0,0,0,16,0,
@jlovec/zhushen-win32-x64,0.4.1,159192515,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
phaser3_gui_inspector,1.2.1,117500432,53,53,0,1,0,1,1,0,0,0,0,0,1,0,
bi4,0.0.7,242134631,3969,3969,0,86,0,86,1,0,0,0,0,0,86,0,
smart-table-community,24.0.2,167011161,6744,6654,0,0,0,0,0,0,0,0,0,0,0,0,
quiaarchitecto,1.3.0,145082113,3230,3228,0,38,0,38,1,0,0,0,0,0,38,0,
paddleocr-js,0.3.1,117805203,46,46,0,27,2,25,1,0,2,0,0.0004,0.0002,27,0,
@randomlabs/slate-linux-x64-baseline,1.0.29,129106653,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
lukeshan-nab-x-native-foundation,1.2.0,265789562,1095,1094,0,3,0,3,1,0,0,0,0,0,3,0,
react-native-hooks-persist,1.0.3,443215581,5076,5074,0,0,0,0,0,0,0,0,0,0,0,0,
gyqguo-sakura,1.0.7,333332063,131,131,0,0,0,0,0,0,0,0,0,0,0,0,
antv-form-design,1.0.53,153485246,18,18,0,32,0,32,1,0,0,0,0,0,32,0,
@slippilab/viewer,0.0.4,184430645,196,196,0,5,0,5,1,0,0,0,0,0,5,0,
rep_concepts,1.0.27,147770738,686,642,0,28,0,28,1,0,0,0,0,0,28,0,
@madbean/geolocations,0.0.74,264921690,13,13,0,28,0,28,1,0,0,0,0,0,28,0,
@memba-labs/design-system,0.8.0,472365295,21183,21156,0,64,1,63,1,0,1,0,0.0002,0.0001,64,0,
@sentre/launchpad,0.3.1,403719043,1110,1072,0,15,0,15,1,0,0,0,0,0,15,0,
raise-common-lib-new,0.0.88,66004873,494,494,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-typing-indicator,0.0.6,358368805,4842,4841,0,11,0,11,1,0,0,0,0,0,11,0,
@go-len-edge/go-len-runtime-windows,1.12.5,354287226,9000,8993,0,0,0,0,0,0,0,0,0,0,0,0,
spicedb-embedded-win32-x64,0.7.0,190357304,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
pllan,2026.3.50,184151678,13428,13411,0,66,0,66,1,0,0,0,0,0,66,0,
glooit,0.6.7,343134651,31,31,0,10,0,10,1,0,0,0,0,0,10,0,
playscape-linux-x64-baseline,0.0.137,271832330,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
cordova-admobsdk,8.13.0,194729143,634,634,0,0,0,0,0,0,0,0,0,0,0,0,
cap-creatives-ui,8.0.321,142143489,2321,2301,0,186,0,186,1,0,0,0,0,0,186,0,
@ktree/react-native-animated-splash,1.3.7,253817735,2091,2091,0,0,0,0,0,0,0,0,0,0,0,0,
gecko2d,0.0.30,171261045,5097,5061,0,16,0,16,1,0,0,0,0,0,16,0,
res-react-intl,3.1.2,132694018,14,10,0,0,0,0,0,0,0,0,0,0,0,0,
nvestproduct,0.0.5,150984674,1802,1802,0,38,0,38,1,0,0,0,0,0,38,0,
phantom-react,0.1.4,144173146,1565,1561,0,3,0,3,1,0,0,0,0,0,3,0,
weblive2d,1.0.12,146209736,2163,2163,0,0,0,0,0,0,0,0,0,0,0,0,
@zf-web-font/sourcehansanscn,0.2.0,129844884,26,26,0,0,0,0,0,0,0,0,0,0,0,0,
mypackage-webbuilder,1.0.1,140059488,689,496,0,46,0,46,1,0,0,0,0,0,46,0,
@ex-machina/opencode-darwin-arm64,1.3.3001,117639555,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
manual-markdown,1.0.5,170813484,161,161,0,11,0,11,1,0,0,0,0,0,11,0,
voluptatesiusto,1.1.0,168183223,818,817,0,4,0,4,1,0,0,0,0,0,4,0,
defcode-darwin-x64-baseline,0.0.0-ci-202603151920,117610023,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
uniapp-native-ios-part2,1.0.3,154052177,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
emacsadventures,4.0.0,121939363,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
ephe,0.0.0,121257525,155,155,0,0,0,0,0,0,0,0,0,0,0,0,
mac-hbuilderx-plugin-jre,1.8.0-2021102813,121491744,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@kickstartds/ds-agency-premium,2.2.1,117302524,1123,1121,0,65,0,65,1,0,0,0,0,0,65,0,
openclaw-cortex,2026.3.18,245281229,5827,5826,0,76,0,76,1,0,0,0,0,0,76,0,
@bbn/bbn-cp,1.0.170,185346008,1623,1623,0,73,0,73,1,0,0,0,0,0,73,0,
supreium-headless-gl,8.2.7,589755190,170,170,0,17,0,17,1,0,0,0,0,0,17,0,
humancode-linux-x64-musl,0.0.33,149634307,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@growth99_plus/ngx-mat-tel-input,2.1.0,592762958,390,388,0,33,0,33,1,0,0,0,0,0,33,0,
react-native-native-check,0.0.4,405660478,1038,1038,0,17,0,17,1,0,0,0,0,0,17,0,
claudeship,0.2.40,137532064,224,224,0,1,0,1,1,0,0,0,0,0,1,0,
@react-native-school/react-native-template,1.2.0,223149967,23567,23545,0,0,0,0,0,0,0,0,0,0,0,0,
pakkk-petstore-heroku,1.1.0,286992287,168,167,0,65,0,65,1,0,0,0,0,0,65,0,
@xcanwin/open-claude-code,0.5.0,133113148,1923,1923,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-bottom-modal-scrollable,0.7.2,287773101,1063,1062,0,21,0,21,1,0,0,0,0,0,21,0,
@lenml/tokenizer-gemma2,3.7.2,138795637,14,14,0,6,0,6,1,0,0,0,0,0,6,0,
@alan-ai/alan-sdk-react-native,2.9.0,132118743,94,94,0,0,0,0,0,0,0,0,0,0,0,0,
world-postalcodes,1.1.12,474484897,103,103,0,3,0,3,1,0,0,0,0,0,3,0,
@dragon-den/djdk,11.0.18,325161730,510,510,0,0,0,0,0,0,0,0,0,0,0,0,
@nwjs-binaries/osx-x64,0.87.0-sdk,392998129,170,170,0,0,0,0,0,0,0,0,0,0,0,0,
@arctic-cli/arctic-darwin-arm64,0.0.0-main-202604241053,128658748,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@react-native-oh-tpl/op-sqlite,8.0.2-0.0.2,129267075,7265,7265,0,8,1,7,1,0,1,0,0.0002,0.0001,8,0,
react-native-radaeepdf,0.4.0,116582064,421,421,0,19,0,19,1,0,0,0,0,0,19,0,
@dragon-den/install-elasticsearch-1,0.0.3,124237319,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
embin-linux,2.0.11,279949147,3526,3493,0,6,0,6,1,0,0,0,0,0,6,0,
@beaverfy/expo-fitbit,1.2.3,118422522,1217,1217,0,11,0,11,1,0,0,0,0,0,11,0,
nanocode-windows-x64,1.2.28,266269523,435,435,0,0,0,0,0,0,0,0,0,0,0,0,
rn-echarts-map,0.0.4,282594499,2621,2621,0,1,0,1,1,0,0,0,0,0,1,0,
@overlayed/electron,33.3.0-7,281954009,83,83,0,4,0,4,1,0,0,0,0,0,4,0,
react-native-thinknet-maps,1.0.0,325842302,6912,6908,0,22,0,22,1,0,0,0,0,0,22,0,
jsx-awesome,1.0.3,255470073,2244,2242,0,0,0,0,0,0,0,0,0,0,0,0,
stream-chat-react-native-template,2.0.3,291095787,1136,1136,0,2,0,2,1,0,0,0,0,0,2,0,
cline-offline,1.0.8-1,414301854,1577,1576,0,6,0,6,1,0,0,0,0,0,6,0,
defcode-windows-x64,0.0.0-ci-202603151920,166337662,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
nanocode-darwin-arm64,1.2.28,211916981,435,435,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-deepar-livestream,0.1.3,202916236,90,87,0,23,1,22,1,0,1,0,0.0002,0.0001,23,0,
@innotrade/enapso-graphdb-cli,1.3.26,171379914,40,40,1,11,1,10,0.9167,1,1,0.0002,0.0002,0.0002,12,0,
react-native-tele,0.0.9,219046649,3184,3184,0,11,1,10,1,0,1,0,0.0002,0.0001,11,0,
pokemon-173112,0.0.2,136599196,1332,1332,0,20,0,20,1,0,0,0,0,0,20,0,
react-native-iris-sdk,3.3.31,153580016,1240,1240,0,4,0,4,1,0,0,0,0,0,4,0,
cordova.plugin.zoom-auto-audio-and-video,4.6.2166-6.514,157763599,1186,1186,0,0,0,0,0,0,0,0,0,0,0,0,
@yoke233/codex-acp-win32-x64,0.11.1,132048887,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
hbuilderx-plugin-uts-development-android,1.4.9-2026011015,168449284,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@yoke233/codex-acp-darwin-arm64,0.11.1,137478663,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
eostoken,0.0.1,135615269,4140,4134,0,42,0,42,1,0,0,0,0,0,42,0,
@docsagent/docsagent,1.1.0,142219907,21,21,0,4,0,4,1,0,0,0,0,0,4,0,
metacom-space-build,1.0.57,148562350,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
humancode-darwin-x64-baseline,0.0.33,116214122,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
heimdall-lite,2.2.6,116979766,184,184,0,97,0,97,1,0,0,0,0,0,97,0,
justlovesmile-photo,1.0.3,117553874,252,252,0,0,0,0,0,0,0,0,0,0,0,0,
@beanstalk/wells,1.3.1,377770914,18869,18410,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-beautiful-video-recorder,2.0.1,405004426,4703,4697,0,1,0,1,1,0,0,0,0,0,1,0,
mysql-server-8-win-x64,1.1.3,466707064,292,292,0,4,0,4,1,0,0,0,0,0,4,0,
react-native-inputt,1.0.2,372509153,1016,1016,0,10,0,10,1,0,0,0,0,0,10,0,
ffmpeg-static-electron-jdp,2.0.3,316504049,13,13,0,2,0,2,1,0,0,0,0,0,2,0,
nw_downloader_bps,1.0.3,321143305,137,137,0,1,0,1,1,0,0,0,0,0,1,0,
runebase-prediction-server,1.0.0,282276003,101,101,0,31,0,31,1,0,0,0,0,0,31,0,
com.github.asus4.onnxruntime-genai,0.4.5,427122195,88,88,0,1,1,0,1,0,1,0,0.0002,0.0001,1,0,
similar-persian-words,1.0.2,3045825802,3439,3439,0,2,0,2,1,0,0,0,0,0,2,0,
luksdk-web,1.1.16,252169561,757,757,0,18,0,18,1,0,0,0,0,0,18,0,
dotnet-sdk-2.1-osx-x64,2.1.1007,335275925,899,898,0,0,0,0,0,0,0,0,0,0,0,0,
fbp-ap,1.0.1,152458827,4143,4017,0,84,0,84,1,0,0,0,0,0,84,0,
2acoin-cryptonote-util,0.0.9,136582509,11071,11068,0,10,0,10,1,0,0,0,0,0,10,0,
humancode-linux-x64-baseline-musl,0.0.33,149159180,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
humancode-linux-arm64-musl,0.0.33,147806719,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
qqcibuild,1.1.3,140798181,11072,11038,0,68,0,68,1,0,0,0,0,0,68,0,
@tts_openapi_devmcp/tts-openapi-dev-mcp,0.1.1,215987300,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
bincode-dev-darwin-arm64,0.0.49,136330209,538,538,0,0,0,0,0,0,0,0,0,0,0,0,
@jlovec/zhushen-linux-x64,0.4.1,147183319,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
objectum-firewall,1.1.9,126475568,33,33,0,3,0,3,1,0,0,0,0,0,3,0,
@cdoing/cdoing-tui-windows-x64,2.0.7,131370617,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@randomlabs/slate-windows-x64,1.0.29,138317461,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@anonymous-dev/0x0-linux-x64-baseline-musl,6.5.2,132123773,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
nodebb-plugin-import-smf,0.2.5,153395698,2447,2443,0,7,0,7,1,0,0,0,0,0,7,0,
@argycloud/argy-windows-x64,1.10.6,135478909,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@codemieai/codemie-opencode-darwin-x64-baseline,0.0.47,117738659,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
defcode-darwin-x64,0.0.0-ci-202603151920,117610014,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
idesse,1.5.0,134468484,1946,1940,0,42,0,42,1,0,0,0,0,0,42,0,
uniapp-native-ios-test-update-part1,1.0.2,162689006,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
mussued-live2d-api,1.0.2,190921235,1271,1271,0,0,0,0,0,0,0,0,0,0,0,0,
apic-apiconnect,1.1.1,502724013,44746,44657,0,30,0,30,1,0,0,0,0,0,30,0,
capacitor-nodejs,0.0.1,185715740,532,531,0,16,0,16,1,0,0,0,0,0,16,0,
chealth,2.0.1,475170807,64766,64640,0,36,0,36,1,0,0,0,0,0,36,0,
node-openalpr-shinobi,1.1.4,240469666,212,211,0,3,0,3,1,0,0,0,0,0,3,0,
@senswap/launchpad,0.1.2,402940479,1110,1072,0,15,0,15,1,0,0,0,0,0,15,0,
shiden,0.6.0,148362903,105,105,0,7,0,7,1,0,0,0,0,0,7,0,
create-theta-code,1.0.8,231511041,4972,4971,0,1,0,1,1,0,0,0,0,0,1,0,
@alexjpaz/cody,1.1.1-beta.ace69dfb2ee041afe3bdec96ebdec0b406feac9c,143690386,7,5,0,10,0,10,1,0,0,0,0,0,10,0,
vuongvt-br,1.0.1,258950859,78,78,0,0,0,0,0,0,0,0,0,0,0,0,
@cbarroso/react-native-recaptcha,1.0.4,262724911,1108,1108,0,17,0,17,1,0,0,0,0,0,17,0,
bincode-dev-darwin-x64,0.0.49,140971115,538,538,0,0,0,0,0,0,0,0,0,0,0,0,
@command-center/command-center-win-x64-baseline,0.10.0,177520793,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
3d-specimen-viewer,2.0.7,136920900,138,138,0,30,0,30,1,0,0,0,0,0,30,0,
kushk-thawani-react-native-sdk,0.0.3,554935305,1267,1267,0,18,0,18,1,0,0,0,0,0,18,0,
@jlovec/zhushen-linux-arm64,0.4.1,143695682,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
