package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
idle-coder,0.4.8,238457672,0,51,1.0,51,-51
@tony370/lib-whatsapp-receiver,1.0.6,286638972,0,19,1.0,19,-19
crossplatformapp,0.0.5,236830022,0,13,1.0,13,-13
react-native-c8osdk,1.0.4,143584092,0,4,1.0,4,-4
@srdcloud/codefree-windows-arm64,1.1.0,133911165,0,0,0.0,0,0
@initia/builder.js,0.2.12,143698930,5,24,0.8276,29,-19
aid-desktop,1.0.53,134167789,8,82,0.9111,90,-74
cxt-silex,1.0.0,188860285,0,9,1.0,9,-9
ashu-new-workflow,1.4.7,135597017,0,68,1.0,68,-68
infinitymint-bt,0.69.3-bt,149877968,0,30,1.0,30,-30
@kastlesystems/react-native-kastlesdk,4.1.2-1.1,161314656,0,22,1.0,22,-22
@freetiler/watercolor,1.0.9,221937953,0,0,0.0,0,0
hary-bot,1.0.1,122892411,1,40,0.9756,41,-39
omni-web-packages,1.0.0,145005888,0,2,1.0,2,-2
@ridi/react-webviewer,0.3.8,179516760,0,38,1.0,38,-38
@mcpengine/win32-x64,3.7.9,150264132,0,0,0.0,0,0
drawio-export-puppeteer,0.2.0,132115692,1,7,0.875,8,-6
opencode-collab-darwin-arm64,1.3.26,126638664,0,0,0.0,0,0
@nsalerni/ncode-linux-x64,0.1.7,123799117,0,0,0.0,0,0
@cloudideaas/hydrainstall,1.0.71,191404316,0,12,1.0,12,-12
cordova.plugin.zoom,4.6.2166-6.603,157741666,0,0,0.0,0,0
awesom,3.7.1,166550937,0,1,1.0,1,-1
uniapp-native-ios-part1,1.0.3,162688994,0,0,0.0,0,0
@michanto/cdk-orchestration,0.1.35,157036780,0,34,1.0,34,-34
@melonproject/smart-contracts,0.8.13,149131629,1,30,0.9677,31,-29
opencode-collab-windows-x64,1.3.26,180908833,0,0,0.0,0,0
rnn_notification,0.1.2,280376708,0,18,1.0,18,-18
@jonbrennecke/react-native-media,1.0.43-alpha.1,136368446,2,34,0.9444,36,-32
playscape-windows-x64,0.0.137,303408272,0,0,0.0,0,0
@gzued/antd-compiled,4.24.1-4.8,147220873,3,9,0.75,12,-6
ky2,0.0.1,179797255,0,23,1.0,23,-23
@bigtimebuddy-dev/install-stress-test,1.3.0,239989299,0,0,0.0,0,0
ryugraph,25.9.1,508248494,0,5,1.0,5,-5
@palettegear/boost,1.71.0,130003061,0,0,0.0,0,0
jsnotebook2,0.0.24,136047320,0,5,1.0,5,-5
@command-center/command-center-linux-arm64,0.10.0,158979518,0,0,0.0,0,0
@aivsw/icon,1.3.0,133763492,0,18,1.0,18,-18
@isdk/llama-node-linux-x64-cuda-ext,2.0.3,436818394,0,0,0.0,0,0
codeblog-app-windows-x64,2.9.6,122989788,0,0,0.0,0,0
@rafong/egg-template,0.0.1,303916951,0,6,1.0,6,-6
@dragon-den/install-jdk-17,0.0.4,191730902,0,0,0.0,0,0
@isdk/llama-node-linux-x64-cuda,2.0.3,126308891,0,0,0.0,0,0
web-twain-plus,18.0.2,133033560,0,1,1.0,1,-1
@nexved/backend-framework,1.0.0,304381454,0,15,1.0,15,-15
inconz,0.0.9,135183431,0,4,1.0,4,-4
@romiluz/clawmongo,2026.4.8,188652525,0,74,1.0,74,-74
webcut,0.2.11,270571022,0,31,1.0,31,-31
vscode-plugin,1.0.5,116143470,0,0,0.0,0,0
react-elements-platform,0.1.0,155283347,0,22,1.0,22,-22
vbb-trips,4.17.0,127086456,2,11,0.8462,13,-9
cordova-plugin-openalpr,2.1.0,167643096,0,0,0.0,0,0
kaspa-wasm32-sdk-web,1.0.4,140670771,0,0,0.0,0,0
@microsoft/inshellisense-darwin-arm64,0.0.1,126048439,0,0,0.0,0,0
@thecorporation/server-linux-x64-gnu,26.3.51,117739964,0,0,0.0,0,0
@mugzie/ai-council-darwin-x64,0.7.4,124201965,0,0,0.0,0,0
@nodeflow-network/bin-linux-x64,0.1.4,570791753,0,0,0.0,0,0
builder-webpack-amber,1.0.0,122106414,0,41,1.0,41,-41
we0-pkg,1.0.0,166915652,0,3,1.0,3,-3
node-source-han-sans-hc,1.1.0-2.001R,205433812,0,0,0.0,0,0
@ebowwa/coder,0.7.103,174381619,1,41,0.9762,42,-40
@gitspace/linux-arm64,0.2.0-rc.40,227897425,0,0,0.0,0,0
hcb-ui-package,1.0.34,307477205,0,4,1.0,4,-4
node-addon-aclas,0.1.0,138630732,0,1,1.0,1,-1
aboocode-windows-x64-baseline,0.9.1,163758245,0,0,0.0,0,0
native-sample-app,1.0.3,269960172,1,12,0.9231,13,-11
react-native-apple-login,1.0.4,134781662,0,5,1.0,5,-5
certificate-generator,1.0.0,317333317,0,16,1.0,16,-16
fortnite-replay-analysis,1.3.6,331415805,0,1,1.0,1,-1
spicedb-embedded-linux-arm64,0.7.0,134857370,0,0,0.0,0,0
@nwjs-binaries/win-x64,0.87.0-sdk,445396087,0,0,0.0,0,0
@claudeye/linux-arm64,1.1.0,118102800,0,0,0.0,0,0
@dodona/dolos-parsers,1.4.1,326822560,1,5,0.8333,6,-4
swf-visualizer,4.2.0,158099747,0,37,1.0,37,-37
@xdam/ember-partials,4.0.0,134927259,0,85,1.0,85,-85
shendongjun-live2dapi,1.0.5,190939958,0,0,0.0,0,0
cra-template-bobonext.js,0.12.2,551592524,0,5,1.0,5,-5
hdr-viewer,1.1.1,129385079,0,4,1.0,4,-4
@yowasp/nextpnr-ice40,0.10.38-dev.709,233623827,0,3,1.0,3,-3
react-icons-select,0.1.8,183288735,0,18,1.0,18,-18
trimble-maps-cpik-react-native-library,10.28.2-406,203363948,0,1,1.0,1,-1
project-yc.tao,0.1.8,184217092,0,0,0.0,0,0
react-native-template-life,0.4.0,266130867,0,0,0.0,0,0
@nodeflow-network/bin-darwin-arm64,0.1.4,547817023,0,0,0.0,0,0
react-native-brightness,1.0.3,419865918,0,2,1.0,2,-2
deepclause-agentvm,0.0.5,180873207,1,5,0.8333,6,-4
onboarding_danymilan,0.0.4,246883536,0,14,1.0,14,-14
epochcli-ai-windows-x64,2.2.2,162511986,0,0,0.0,0,0
@duranmoodley/expo-av-custom-video,1.17.0,230883305,0,5,1.0,5,-5
epochcli-ai-windows-arm64,2.2.2,159071350,0,0,0.0,0,0
japan-address-search,2.1.1,181257667,0,8,1.0,8,-8
zego-express-engine-electron-test,3.20.2-43717.1167,128430073,0,0,0.0,0,0
@agentxjs/portagent,1.9.0,512365503,0,14,1.0,14,-14
ketchup-lite,2.5.0,133446692,2,4,0.6667,6,-2
quiiusto,1.1.4,123961868,0,30,1.0,30,-30
@sentre/codingcamp,1.0.3,375892445,0,13,1.0,13,-13
@plait-lab/reviz,0.4.1,589561177,0,22,1.0,22,-22
dotnet-sdk-2.2-linux-arm,2.2.1007,249694778,0,0,0.0,0,0
puppeteer-search-tools,1.0.1,278605407,0,10,1.0,10,-10
hh-tpl-electron-vue3-vite,0.0.12,275333623,0,1,1.0,1,-1
playscape-linux-arm64,0.0.137,255503018,0,0,0.0,0,0
dotnet-sdk-2.2-osx-x64,2.2.1007,343562246,0,0,0.0,0,0
@ex-machina/opencode-linux-x64,1.3.3001,159321144,0,0,0.0,0,0
@randomlabs/slate-linux-x64-musl,1.0.29,122073641,0,0,0.0,0,0
fcloud,2.19.6-alpha.0,284350278,0,189,1.0,189,-189
tbe-chrome-devtools-frontend,0.0.1,212020270,0,3,1.0,3,-3
nomiiiansari174-react-native-toastandroid,1.0.1,245039631,0,0,0.0,0,0
@3dbionotes/pdbe-molstar,3.1.0-est-4,360992780,0,36,1.0,36,-36
custom-app,1.0.0,273294925,0,0,0.0,0,0
@pierre-lucas40/test-react-viro,2.20.2,476070311,0,4,1.0,4,-4
edmond-wallet-connector,0.1.7,293086556,0,13,1.0,13,-13
db-json-cli,2.3.0,209016416,0,11,1.0,11,-11
@strawbees/learning-ui,0.4.5,203904569,0,40,1.0,40,-40
ffprobe-static-electron,2.0.2,230375840,3,1,0.25,4,2
@go-len-edge/go-len-runtime-macos,1.12.5,337522225,0,0,0.0,0,0
pakkk-twitter-rest-api,1.2.0,294694848,0,65,1.0,65,-65
ffprobe-binaries,4.3.1,316971294,0,4,1.0,4,-4
@yoke233/codex-acp-linux-x64,0.11.1,170284611,0,0,0.0,0,0
agent-swarm-cli-linux-arm64,1.3.15,167275017,0,0,0.0,0,0
@nativescript/visionos,9.0.1,149476643,0,5,1.0,5,-5
@mugzie/ai-council-linux-x64,0.7.4,131795455,0,0,0.0,0,0
ysb-sauce-tunnel,1.0.9,136883953,1,3,0.75,4,-2
drizzy-agent-windows-x64-baseline,0.8.0,122427764,0,0,0.0,0,0
@involvex/super-agent-cli,0.0.94,115765410,0,42,1.0,42,-42
react-native-facesdk,1.0.3,179968680,0,20,1.0,20,-20
iobroker.enocean,0.9.4,230723604,0,29,1.0,29,-29
moe-live2dapi,1.0.6-fix,190919534,0,0,0.0,0,0
askretro,0.1.5,432880240,0,15,1.0,15,-15
@ghoran/font-page,0.0.7,145762509,0,0,0.0,0,0
code0,1.0.10,326376998,0,0,0.0,0,0
@gocodingnow/rn-tamagui-boilerplate,0.0.4,387774081,0,7,1.0,7,-7
expo_img_picker,1.0.3,403339147,0,12,1.0,12,-12
p6-cdk-s3-protector,0.0.52,166714520,0,34,1.0,34,-34
rn-modal-picker-awesome,1.1.1,379345528,0,1,1.0,1,-1
icp-bundle,0.2.7,196404574,0,42,1.0,42,-42
react-native-template-typescript-iplug,0.0.3,260541132,0,0,0.0,0,0
@go-len-edge/go-len-runtime-linux,1.12.5,338695878,0,0,0.0,0,0
@nodeflow-network/bin-win32-x64,0.1.4,567491779,0,0,0.0,0,0
ironcode-darwin-arm64,1.20.11,159941961,0,0,0.0,0,0
@mantrachain/sdk,14.1.0,127784079,0,19,1.0,19,-19
playscape-darwin-arm64,0.0.137,182554100,0,0,0.0,0,0
@renxqoo/renx-code-win32-x64,0.0.75,137211607,0,0,0.0,0,0
@claudeye/win32-x64,1.1.0,134782953,0,0,0.0,0,0
zego-express-engine-electron-whiteboard,3.21.1-45993.1208,143229875,0,0,0.0,0,0
@monolex/codexmono,1.0.4,212929077,0,0,0.0,0,0
@nsalerni/ncode-windows-x64,0.1.7,131353211,0,0,0.0,0,0
@yowasp/nextpnr-himbaechel-gowin,0.10.38-dev.709,116771728,0,4,1.0,4,-4
@nsalerni/ncode-linux-arm64,0.1.7,121725593,0,0,0.0,0,0
akilar-live2dapi,1.0.6,190919908,0,0,0.0,0,0
datawoojano,1.0.9,171753454,0,0,0.0,0,0
fontsource-noto-serif-sc,4.0.0,129338755,0,0,0.0,0,0
react-native-single-choice,0.1.1,336247485,0,0,0.0,0,0
@signalk/tracks,2.1.0,174766141,1,14,0.9333,15,-13
dotnet-sdk-3.0-osx-x64,3.0.1007,321822078,0,0,0.0,0,0
@yoke233/codex-acp-linux-arm64,0.11.1,162451707,0,0,0.0,0,0
pakkk-headerandqueries,1.5.0,286832616,0,65,1.0,65,-65
@ex-machina/opencode-linux-x64-baseline,1.3.3001,158477377,0,0,0.0,0,0
ffmpeg-ffprobe-yt-dlp-static-electron,1.0.4,414789509,0,0,0.0,0,0
react-native-video-manager,0.1.2,285253131,0,5,1.0,5,-5
defcode-linux-arm64-musl,0.0.0-ci-202603151920,149252788,0,0,0.0,0,0
@nwjs-binaries/linux-x64,0.87.0-sdk,548029063,0,0,0.0,0,0
rntnbtrialroom,0.0.5,262587354,0,22,1.0,22,-22
element-ai-vue,0.1.6,117408888,0,44,1.0,44,-44
@microsoft/inshellisense-linux-x64,0.0.1,137891464,0,0,0.0,0,0
react-native-chat-component-simplify360assignment,2.0.3,428289035,0,25,1.0,25,-25
spicedb-embedded-linux-x64,0.7.0,141816332,0,0,0.0,0,0
@randomlabs/slate-linux-x64,1.0.29,129553108,0,0,0.0,0,0
@yowasp/nextpnr-machxo2,0.10.38-dev.709,170652282,0,3,1.0,3,-3
scenerystack,3.0.0,177877255,0,28,1.0,28,-28
defcode-linux-x64-musl,0.0.0-ci-202603151920,150722364,0,0,0.0,0,0
fnaf1-linux,2.1.0,170183828,1,3,0.75,4,-2
opencv4nodejs-m1,1.1.0,148843659,0,7,1.0,7,-7
@devexpress/sauce-tunnel,3.1.0,145187227,1,4,0.8,5,-3
tocotrienol,1.0.6,182199993,0,14,1.0,14,-14
react-native-vcrx-poseidon-lib,1.0.3,325833765,0,0,0.0,0,0
@kapstr/strapi,1.0.3,169424390,0,32,1.0,32,-32
@restcloud-npm/rc-lowcode-component,1.3.9,125897961,0,69,1.0,69,-69
skjema.no-demo,1.0.0,128343630,0,0,0.0,0,0
react-native-email-chip,1.0.4,390933980,0,2,1.0,2,-2
yl-file-pipe14,1.0.1,182166064,0,0,0.0,0,0
create-poa-crowdsale,1.0.44,115915001,0,3,1.0,3,-3
dotnet-sdk-2.1-linux-x64,2.1.1007,340042980,0,0,0.0,0,0
@xiejiayu/live2d_api,1.0.1,140431785,0,0,0.0,0,0
evalapp,7.2.5,131037183,0,4,1.0,4,-4
@kiwicom/translations,1.601.966,359636167,11,8,0.4211,19,3
intu-dev,1.0.14,311806149,0,0,0.0,0,0
react-native-slide-down-panel,1.0.8,397301088,0,2,1.0,2,-2
rn-clean-architect-template,0.0.8,250738502,0,0,0.0,0,0
dicomweb-pacs,1.8.0,217929878,0,23,1.0,23,-23
teamco,0.0.40,991822209,0,114,1.0,114,-114
@ai-nd-co/codex,3.2.6,346690117,0,0,0.0,0,0
raypaynpmpkg,1.3.0,265627115,0,1,1.0,1,-1
ironcode-linux-x64-baseline-musl,1.20.11,197756620,0,0,0.0,0,0
opencode-collab-linux-x64,1.3.26,168252901,0,0,0.0,0,0
dina-agi,2.0.0,199224746,0,3,1.0,3,-3
one_two_check,0.0.8,214457724,0,0,0.0,0,0
react-native-roi-toast,1.0.4,465515959,0,0,0.0,0,0
jp.rakai.vrenvsdk,1.3.0,213747102,0,1,1.0,1,-1
@sencha/cmd-macos,8.0.0,213082684,0,1,1.0,1,-1
grn-cli,0.0.6,218090595,0,13,1.0,13,-13
powerdlz23,1.2.5,276511506,28,12,0.3,40,16
next-hocb-2026,1.0.2,141570605,0,229,1.0,229,-229
@ofeiss/hapi-win32-x64,0.15.32,158740413,0,0,0.0,0,0
homebridge-hoobs-shelly,1.6.22,139022166,0,24,1.0,24,-24
@ex-machina/opencode-linux-x64-musl,1.3.3001,154184697,0,0,0.0,0,0
epochcli-ai-linux-arm64-musl,2.2.2,143225275,0,0,0.0,0,0
aframe-aterrain-component,1.2.0,153533763,0,31,1.0,31,-31
opencode-collab-darwin-x64,1.3.26,131222370,0,0,0.0,0,0
@ofeiss/hapi-linux-x64,0.15.32,145517618,0,0,0.0,0,0
@worktif/runtime,0.5.2,118958887,1,64,0.9846,65,-63
@freetiler/nasa-bluemarble-labeled,1.0.14,145621023,0,0,0.0,0,0
fn-ai-windows-x64,0.1.7,116287869,0,0,0.0,0,0
@mv-template/telkom,0.0.13,123251811,0,80,1.0,80,-80
react-native-cloud-store-revised,0.8.2,166195138,0,13,1.0,13,-13
promise-etcd,2.2.0,161848213,1,17,0.9444,18,-16
@command-center/command-center-macos-x64,0.10.0,126602930,0,0,0.0,0,0
sanxiaoxing_image,1.0.1,134700197,0,0,0.0,0,0
castelog,0.0.1,211302595,0,12,1.0,12,-12
@dragon-den/install-elasticsearch-2,0.0.3,124237319,1,0,0.0,1,1
merge-polygons,1.1.3,126796644,0,7,1.0,7,-7
defcode-linux-arm64,0.0.0-ci-202603151920,156843713,0,0,0.0,0,0
@react-native-school/react-native-typescript-template,1.1.0,277738485,0,0,0.0,0,0
@ankhaa/able_ui,0.0.4,249324197,0,23,1.0,23,-23
bbop-manager-golr,0.1.0,53083,2,5,0.7143,7,-3
@ex-machina/opencode-linux-x64-baseline-musl,1.3.3001,153648130,0,0,0.0,0,0
@owenclaw/codegenie-darwin-arm64,0.0.37,161179288,0,0,0.0,0,0
@slynch-a11y/gatsby-theme-a11y-blog,0.0.30,397359417,0,49,1.0,49,-49
playscape-linux-x64,0.0.137,272831718,0,0,0.0,0,0
@cdoing/cdoing-tui-linux-x64,2.0.7,115620279,0,0,0.0,0,0
@yglabs/fabric-dataagent,0.1.0,141735703,0,0,0.0,0,0
@innovayse/geo-atlas,2.1.0,177766711,0,4,1.0,4,-4
ironcode-linux-x64-baseline,1.20.11,202594055,0,0,0.0,0,0
satop,2.5.1,206094198,0,7,1.0,7,-7
@arctic-cli/arctic-windows-x64,0.0.0-main-202604241053,183765686,0,0,0.0,0,0
lamprunner,1.0.5,179448634,0,1,1.0,1,-1
opencode-collab-linux-arm64,1.3.26,167651239,0,0,0.0,0,0
@walkthru-earth/react-native-duckdb,0.1.5,361645431,0,16,1.0,16,-16
@arctic-cli/arctic-linux-x64,0.0.0-main-202604241053,169807013,0,0,0.0,0,0
bin2npm,0.0.7,316169309,0,2,1.0,2,-2
bot_genshin,1.0.0,192323507,0,0,0.0,0,0
boost.cxx,1.90.7,154296042,1,0,0.0,1,1
pixicode,1.9.0,489768172,0,0,0.0,0,0
@jonit-dev/capacitor-plugin-facebook-analytics,1.1.1,106851,0,13,1.0,13,-13
appengine-python-sdk,1.9.91,149780323,0,0,0.0,0,0
@hieuhuynh.dev/mikro-orm,6.0.1,120849254,0,36,1.0,36,-36
dotnet-sdk-2.1-win-x64,2.1.1007,318701283,0,0,0.0,0,0
@skyispainted/hapi-win32-x64,0.22.13,160903114,0,0,0.0,0,0
@ww-ai-lab/openclaw,2026.3.23,144564632,0,67,1.0,67,-67
@vf-alchemy/vattenfall-design-system,7.20.0,164237136,0,51,1.0,51,-51
@argycloud/argy-linux-arm64,1.10.6,122423743,0,0,0.0,0,0
@yoke233/codex-acp-darwin-x64,0.11.1,144084143,0,0,0.0,0,0
@pcd/proto-pod-gpc-artifacts,0.13.0,152001940,4,0,0.0,4,4
ip-location-db,1.1.2020012618,120790163,0,5,1.0,5,-5
v-art-x,1.0.2,171040862,0,0,0.0,0,0
ironcode-windows-x64-modern,1.20.11,244382838,0,0,0.0,0,0
@dragon-den/install-elasticsearch-4,0.0.3,124237319,1,0,0.0,1,1
pakkk-exceptions,2.0.2,287956789,0,65,1.0,65,-65
@valhallajs/valhallajs,3.7.0,260869043,0,0,0.0,0,0
playscape-darwin-x64,0.0.137,196239760,0,0,0.0,0,0
rn-fab,0.0.6,407073571,0,0,0.0,0,0
react-native-hkit,0.0.1,299290653,0,0,0.0,0,0
ep_kotocoop_image_upload,1.2.1,177039362,0,10,1.0,10,-10
nanocode-linux-x64,1.2.28,253521892,0,0,0.0,0,0
consortium,0.8.8,113375047,0,46,1.0,46,-46
cc-track,2.10.0,330786097,0,13,1.0,13,-13
@bitbloq/borndate,0.0.22,159508310,0,15,1.0,15,-15
defcode-windows-x64-baseline,0.0.0-ci-202603151920,166337671,0,0,0.0,0,0
@zureltd/az-infra-harness,0.23.0,134269907,0,24,1.0,24,-24
humancode-linux-arm64,0.0.33,154627598,0,0,0.0,0,0
@gooddollar/v8-android-jit-nointl,7.8.2,168657579,0,0,0.0,0,0
@agntcy/slim-bindings,1.4.0,212442,0,4,1.0,4,-4
yt-grabber,1.9.5,120245689,0,98,1.0,98,-98
@uipath/servo,26.4.17758721-alpha,133753669,0,0,0.0,0,0
lambor33,1.0.7,136351681,0,73,1.0,73,-73
react-native-face-detector,1.0.15,151652376,0,0,0.0,0,0
@redflow/cli-bin-windows,0.1.7,119152768,0,0,0.0,0,0
humancode-darwin-x64,0.0.33,116214113,0,0,0.0,0,0
noto-sans-cjk-sc,1.3.0,119620429,0,0,0.0,0,0
lemonadekit,0.0.6,166710364,1,17,0.9444,18,-16
pixkua-erp,1.3.1,346177125,0,81,1.0,81,-81
thunder-node-sdk-lite-m,0.1.16,437334044,0,7,1.0,7,-7
@libingwen2022/cli,0.0.11,167296544,0,13,1.0,13,-13
demucs,1.0.0,174316256,0,6,1.0,6,-6
@ooeo/fast-geoip,1.1.206,153122266,0,2,1.0,2,-2
witnet-solidity-bridge,3.0.0,144019061,8,34,0.8095,42,-26
dotnet-sdk-3.0-win-ia32,3.0.1007,414039007,0,0,0.0,0,0
react-native-document-reader-core-full-beta,5.1.0,207159918,0,0,0.0,0,0
@amihhs/quickly-dev-exe,0.0.4-beta.2,311998821,0,1,1.0,1,-1
paradsonic-webview,0.0.3,366080081,0,2,1.0,2,-2
react-native-kyc-verification,1.0.4,357134281,0,17,1.0,17,-17
@devforth/adminjs,7.0.3,170508950,0,88,1.0,88,-88
@bitmain/components-tree,2.0.1,126866141,0,60,1.0,60,-60
@cotctl/cli-linux-x64,0.5.1,126160325,0,0,0.0,0,0
dinorpg_animations,1.0.0,121061429,0,14,1.0,14,-14
@skyispainted/hapi-linux-x64,0.22.13,143022240,0,0,0.0,0,0
@boltsource/react-viro,3.0.7,561723294,0,3,1.0,3,-3
@argycloud/argy-linux-x64,1.10.6,122948027,0,0,0.0,0,0
@argycloud/argy-windows-x64-baseline,1.10.6,134752902,0,0,0.0,0,0
patchy-cli-windows-x64,0.0.27,116769078,0,0,0.0,0,0
quran-cloud,1.0.0,127822503,0,3,1.0,3,-3
@antcube/capnp,0.5.52,307659537,0,4,1.0,4,-4
puppeteer-ci-driver,1.0.3,149577269,0,4,1.0,4,-4
which-lang,1.0.2,131272213,0,2,1.0,2,-2
playscape-darwin-x64-baseline,0.0.137,196239778,0,0,0.0,0,0
@assembless/react-native-material-you,1.0.0-beta.4,281570979,0,16,1.0,16,-16
@jlovec/zhushen-win32-x64,0.4.1,159192515,0,0,0.0,0,0
phaser3_gui_inspector,1.2.1,117500432,0,1,1.0,1,-1
bi4,0.0.7,242134631,0,86,1.0,86,-86
smart-table-community,24.0.2,167011161,0,0,0.0,0,0
quiaarchitecto,1.3.0,145082113,0,38,1.0,38,-38
paddleocr-js,0.3.1,117805203,0,27,1.0,27,-27
@randomlabs/slate-linux-x64-baseline,1.0.29,129106653,0,0,0.0,0,0
lukeshan-nab-x-native-foundation,1.2.0,265789562,0,3,1.0,3,-3
react-native-hooks-persist,1.0.3,443215581,0,0,0.0,0,0
gyqguo-sakura,1.0.7,333332063,0,0,0.0,0,0
antv-form-design,1.0.53,153485246,0,32,1.0,32,-32
@slippilab/viewer,0.0.4,184430645,0,5,1.0,5,-5
rep_concepts,1.0.27,147770738,0,28,1.0,28,-28
@madbean/geolocations,0.0.74,264921690,0,28,1.0,28,-28
@memba-labs/design-system,0.8.0,472365295,0,64,1.0,64,-64
@sentre/launchpad,0.3.1,403719043,0,15,1.0,15,-15
raise-common-lib-new,0.0.88,66004873,0,1,1.0,1,-1
react-native-typing-indicator,0.0.6,358368805,1,11,0.9167,12,-10
@go-len-edge/go-len-runtime-windows,1.12.5,354287226,0,0,0.0,0,0
spicedb-embedded-win32-x64,0.7.0,190357304,0,0,0.0,0,0
pllan,2026.3.50,184151678,1,66,0.9851,67,-65
glooit,0.6.7,343134651,0,10,1.0,10,-10
playscape-linux-x64-baseline,0.0.137,271832330,0,0,0.0,0,0
cordova-admobsdk,8.13.0,194729143,0,0,0.0,0,0
cap-creatives-ui,8.0.321,142143489,0,188,1.0,188,-188
@ktree/react-native-animated-splash,1.3.7,253817735,0,0,0.0,0,0
gecko2d,0.0.30,171261045,0,16,1.0,16,-16
res-react-intl,3.1.2,132694018,0,0,0.0,0,0
nvestproduct,0.0.5,150984674,0,38,1.0,38,-38
phantom-react,0.1.4,144173146,0,3,1.0,3,-3
weblive2d,1.0.12,146209736,0,0,0.0,0,0
@zf-web-font/sourcehansanscn,0.2.0,129844884,0,0,0.0,0,0
mypackage-webbuilder,1.0.1,140059488,0,46,1.0,46,-46
@ex-machina/opencode-darwin-arm64,1.3.3001,117639555,0,0,0.0,0,0
manual-markdown,1.0.5,170813484,0,11,1.0,11,-11
voluptatesiusto,1.1.0,168183223,0,4,1.0,4,-4
defcode-darwin-x64-baseline,0.0.0-ci-202603151920,117610023,0,0,0.0,0,0
uniapp-native-ios-part2,1.0.3,154052177,0,0,0.0,0,0
emacsadventures,4.0.0,121939363,0,0,0.0,0,0
ephe,0.0.0,121257525,0,0,0.0,0,0
mac-hbuilderx-plugin-jre,1.8.0-2021102813,121491744,0,0,0.0,0,0
@kickstartds/ds-agency-premium,2.2.1,117302524,0,65,1.0,65,-65
openclaw-cortex,2026.3.18,245281229,0,76,1.0,76,-76
@bbn/bbn-cp,1.0.170,185346008,0,73,1.0,73,-73
supreium-headless-gl,8.2.7,589755190,1,17,0.9444,18,-16
humancode-linux-x64-musl,0.0.33,149634307,0,0,0.0,0,0
@growth99_plus/ngx-mat-tel-input,2.1.0,592762958,0,33,1.0,33,-33
react-native-native-check,0.0.4,405660478,0,17,1.0,17,-17
claudeship,0.2.40,137532064,0,1,1.0,1,-1
@react-native-school/react-native-template,1.2.0,223149967,0,0,0.0,0,0
pakkk-petstore-heroku,1.1.0,286992287,0,65,1.0,65,-65
@xcanwin/open-claude-code,0.5.0,133113148,0,1,1.0,1,-1
react-native-bottom-modal-scrollable,0.7.2,287773101,0,21,1.0,21,-21
@lenml/tokenizer-gemma2,3.7.2,138795637,0,6,1.0,6,-6
@alan-ai/alan-sdk-react-native,2.9.0,132118743,0,0,0.0,0,0
world-postalcodes,1.1.12,474484897,0,3,1.0,3,-3
@dragon-den/djdk,11.0.18,325161730,0,0,0.0,0,0
@nwjs-binaries/osx-x64,0.87.0-sdk,392998129,0,0,0.0,0,0
@arctic-cli/arctic-darwin-arm64,0.0.0-main-202604241053,128658748,0,0,0.0,0,0
@react-native-oh-tpl/op-sqlite,8.0.2-0.0.2,129267075,0,8,1.0,8,-8
react-native-radaeepdf,0.4.0,116582064,0,19,1.0,19,-19
@dragon-den/install-elasticsearch-1,0.0.3,124237319,1,0,0.0,1,1
embin-linux,2.0.11,279949147,2,6,0.75,8,-4
@beaverfy/expo-fitbit,1.2.3,118422522,0,11,1.0,11,-11
nanocode-windows-x64,1.2.28,266269523,0,0,0.0,0,0
rn-echarts-map,0.0.4,282594499,0,1,1.0,1,-1
@overlayed/electron,33.3.0-7,281954009,0,4,1.0,4,-4
react-native-thinknet-maps,1.0.0,325842302,0,22,1.0,22,-22
jsx-awesome,1.0.3,255470073,0,0,0.0,0,0
stream-chat-react-native-template,2.0.3,291095787,0,2,1.0,2,-2
cline-offline,1.0.8-1,414301854,0,6,1.0,6,-6
defcode-windows-x64,0.0.0-ci-202603151920,166337662,0,0,0.0,0,0
nanocode-darwin-arm64,1.2.28,211916981,0,0,0.0,0,0
react-native-deepar-livestream,0.1.3,202916236,0,23,1.0,23,-23
@innotrade/enapso-graphdb-cli,1.3.26,171379914,1,11,0.9167,12,-10
react-native-tele,0.0.9,219046649,0,11,1.0,11,-11
pokemon-173112,0.0.2,136599196,0,20,1.0,20,-20
react-native-iris-sdk,3.3.31,153580016,0,4,1.0,4,-4
cordova.plugin.zoom-auto-audio-and-video,4.6.2166-6.514,157763599,0,0,0.0,0,0
@yoke233/codex-acp-win32-x64,0.11.1,132048887,0,0,0.0,0,0
hbuilderx-plugin-uts-development-android,1.4.9-2026011015,168449284,0,0,0.0,0,0
@yoke233/codex-acp-darwin-arm64,0.11.1,137478663,0,0,0.0,0,0
eostoken,0.0.1,135615269,0,42,1.0,42,-42
@docsagent/docsagent,1.1.0,142219907,0,4,1.0,4,-4
metacom-space-build,1.0.57,148562350,0,0,0.0,0,0
humancode-darwin-x64-baseline,0.0.33,116214122,0,0,0.0,0,0
heimdall-lite,2.2.6,116979766,0,97,1.0,97,-97
justlovesmile-photo,1.0.3,117553874,0,0,0.0,0,0
@beanstalk/wells,1.3.1,377770914,0,1,1.0,1,-1
react-native-beautiful-video-recorder,2.0.1,405004426,4,1,0.2,5,3
mysql-server-8-win-x64,1.1.3,466707064,1,4,0.8,5,-3
